customer_id,customer_name,segment,recency,frequency,monetary,avg_discount,avg_margin,num_channels,churn_prob,segment_label,recommended_action,priority
HJ-14875,Heather Jas,Home Office,126,5,98.6548,0.10000000000000002,0.2966666666666667,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JF-15295,Jason Fortune-,Consumer,225,5,97.28899999999999,0.1142857142857143,0.22053571428571425,3,,Lost,Dormant reactivation: survey + discount offer,LOW
EK-13795,Eileen Kiefer,Home Office,44,4,97.10659999999999,0.0875,0.1965808823529412,2,,Lost,Standard newsletter + seasonal promotions,LOW
EC-14050,Erin Creighton,Consumer,53,5,96.4256,0.09999999999999999,0.19238095238095235,3,,Lost,Standard newsletter + seasonal promotions,LOW
EH-14125,Eugene Hildebrand,Home Office,152,10,96.27019999999999,0.20555555555555557,0.040615079365079326,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SW-20350,Sean Wendt,Home Office,162,3,95.8383,0.21666666666666667,0.03763888888888886,3,,Lost,Dormant reactivation: survey + discount offer,LOW
BM-11575,Brendan Murry,Corporate,100,6,95.58160000000001,0.18,0.057999999999999975,3,,Lost,Standard newsletter + seasonal promotions,LOW
TH-21235,Tiffany House,Corporate,117,8,92.729,0.2076923076923077,-0.021968864468864487,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CM-12190,Charlotte Melton,Consumer,8,6,91.2033,0.07142857142857142,0.09892857142857144,3,,Lost,Standard newsletter + seasonal promotions,LOW
KM-16660,Khloe Miller,Consumer,15,5,91.1391,0.044444444444444446,0.3008333333333333,2,,Lost,Standard newsletter + seasonal promotions,LOW
TD-20995,Tamara Dahlen,Consumer,37,9,88.1897,0.24375000000000002,-0.10677083333333338,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LC-17050,Liz Carlisle,Consumer,54,5,86.77799999999999,0.27222222222222225,-0.08563725490196078,3,,Lost,Standard newsletter + seasonal promotions,LOW
HH-15010,Hilary Holden,Corporate,72,2,86.7342,0.03333333333333333,0.35541666666666666,2,,Lost,Standard newsletter + seasonal promotions,LOW
CG-12040,Catherine Glotzbach,Home Office,49,6,86.5106,0.18888888888888888,0.18324074074074076,3,,Lost,Standard newsletter + seasonal promotions,LOW
NF-18475,Neil Französisch,Home Office,525,4,85.92779999999999,0.25,-0.2575,1,,At Risk,Re-engagement email: show personalized deals,LOW
MZ-17335,Maria Zettner,Home Office,30,4,85.01910000000001,0.06666666666666667,0.24041666666666664,3,,Lost,Standard newsletter + seasonal promotions,LOW
ST-20530,Shui Tom,Consumer,125,7,84.4419,0.20000000000000004,0.09166666666666666,3,0.002619422,Lost,Dormant reactivation: survey + discount offer,LOW
MS-17530,MaryBeth Skach,Consumer,434,4,84.0268,0.15714285714285717,0.08999999999999997,3,,At Risk,Re-engagement email: show personalized deals,LOW
AH-10585,Angele Hood,Consumer,21,4,83.96300000000001,0.12000000000000002,0.18849999999999997,2,,Lost,Standard newsletter + seasonal promotions,LOW
CR-12820,Cyra Reiten,Home Office,85,3,83.27029999999999,0.13142857142857142,0.13018907563025214,3,,Lost,Standard newsletter + seasonal promotions,LOW
MM-17920,Michael Moore,Consumer,7,11,82.12499999999997,0.18125,-0.016875,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
ME-17725,Max Engle,Consumer,28,8,77.81280000000001,0.2246153846153846,-0.10420760611937084,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RB-19570,Rob Beeghly,Consumer,25,5,76.8879,0.16666666666666666,0.14444444444444443,2,,Lost,Standard newsletter + seasonal promotions,LOW
CR-12580,Clay Rozendal,Home Office,57,4,74.40129999999999,0.13333333333333333,0.20458333333333334,3,,Lost,Standard newsletter + seasonal promotions,LOW
RB-19645,Robert Barroso,Corporate,648,5,72.679,0.14285714285714285,0.33321428571428563,3,,At Risk,Re-engagement email: show personalized deals,LOW
DW-13540,Don Weiss,Consumer,98,5,69.6672,0.17777777777777778,0.18166666666666664,2,,Lost,Standard newsletter + seasonal promotions,LOW
AG-10390,Allen Goldenen,Consumer,114,5,69.2784,0.22499999999999998,0.09947916666666667,3,0.003148352,Lost,Standard newsletter + seasonal promotions,LOW
SW-20755,Steven Ward,Corporate,534,2,68.2416,0.1,0.2765625,3,,At Risk,Re-engagement email: show personalized deals,LOW
SJ-20500,Shirley Jackson,Consumer,253,5,68.09629999999999,0.14285714285714285,-0.14964285714285716,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AW-10840,Anthony Witt,Consumer,20,4,65.77250000000001,0.2,-0.03187499999999999,2,0.0038399692,Lost,Standard newsletter + seasonal promotions,LOW
AS-10090,Adam Shillingsburg,Consumer,28,9,64.53739999999998,0.18,0.0965111111111111,3,0.0011802994,Loyal,Upsell to higher-margin categories (Technology),LOW
RC-19825,Roy Collins,Consumer,369,6,63.991400000000006,0.11000000000000001,0.21092857142857144,3,,At Risk,Re-engagement email: show personalized deals,LOW
MH-17440,Mark Haberlin,Corporate,376,4,61.428599999999996,0.07777777777777778,0.3519444444444444,3,,At Risk,Re-engagement email: show personalized deals,LOW
CY-12745,Craig Yedwab,Corporate,60,8,60.64670000000001,0.2,0.09909090909090908,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AJ-10960,Astrea Jones,Consumer,74,3,60.4265,0.04,0.2705,3,,Lost,Standard newsletter + seasonal promotions,LOW
RP-19270,Rachel Payne,Corporate,496,4,59.538399999999996,0.19333333333333336,0.14322303921568627,3,,At Risk,Re-engagement email: show personalized deals,LOW
BO-11425,Bobby Odegard,Consumer,75,2,59.4522,0.0,0.39999999999999997,2,,Lost,Standard newsletter + seasonal promotions,LOW
MO-17500,Mary O'Rourke,Consumer,72,4,59.357699999999994,0.22000000000000003,0.08199999999999999,3,,Lost,Standard newsletter + seasonal promotions,LOW
AG-10300,Aleksandra Gannaway,Corporate,118,4,59.288399999999996,0.08,0.2425,3,,Lost,Standard newsletter + seasonal promotions,LOW
LT-16765,Larry Tron,Consumer,26,3,59.036,0.13333333333333333,0.23416666666666666,2,,Lost,Standard newsletter + seasonal promotions,LOW
MM-18280,Muhammed MacIntyre,Corporate,85,9,58.8916,0.14166666666666666,0.17881944444444442,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DA-13450,Dianna Arnett,Home Office,352,4,56.7904,0.125,0.29874999999999996,3,,At Risk,Re-engagement email: show personalized deals,LOW
JK-15325,Jason Klamczynski,Corporate,287,3,55.32769999999999,0.1,0.2975,2,,Lost,Dormant reactivation: survey + discount offer,LOW
MS-17980,Michael Stewart,Corporate,26,6,55.226,0.17272727272727273,0.22110389610389608,3,,Lost,Standard newsletter + seasonal promotions,LOW
JK-15730,Joe Kamberova,Consumer,84,10,55.0483,0.3325,-0.27402906162464985,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JL-15235,Janet Lee,Consumer,119,5,54.51740000000002,0.22000000000000003,-0.10825000000000003,3,0.0039599,Lost,Standard newsletter + seasonal promotions,LOW
SC-20800,Stuart Calhoun,Consumer,30,4,51.8252,0.12000000000000002,0.24299999999999997,2,,Lost,Standard newsletter + seasonal promotions,LOW
KB-16315,Karl Braun,Consumer,296,9,49.71929999999999,0.19545454545454544,0.11329545454545453,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TS-21430,Tom Stivers,Corporate,172,5,48.70169999999999,0.15714285714285717,0.1875,3,,Lost,Dormant reactivation: survey + discount offer,LOW
PH-18790,Patricia Hirasaki,Home Office,70,1,47.8878,0.2,0.0875,1,,Lost,Standard newsletter + seasonal promotions,LOW
AR-10510,Andrew Roberts,Consumer,14,5,43.6695,0.21428571428571427,0.05345238095238096,3,,Lost,Standard newsletter + seasonal promotions,LOW
ML-18265,Muhammed Lee,Consumer,100,2,42.6648,0.06666666666666667,0.21749999999999992,2,0.005217712,Lost,Standard newsletter + seasonal promotions,LOW
EM-14065,Erin Mull,Consumer,47,4,40.15459999999999,0.25,-0.009305555555555567,2,,Lost,Standard newsletter + seasonal promotions,LOW
LS-17230,Lycoris Saunders,Consumer,777,3,39.1952,0.11666666666666665,0.3098214285714286,3,,At Risk,Re-engagement email: show personalized deals,LOW
PO-18850,Patrick O'Brill,Consumer,4,11,38.47569999999996,0.21,0.1121912401324166,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BN-11470,Brad Norvell,Corporate,24,4,36.6131,0.16666666666666666,0.21791666666666665,3,,Lost,Standard newsletter + seasonal promotions,LOW
DD-13570,Dorothy Dickinson,Consumer,41,6,36.4344,0.24444444444444446,-0.15055555555555558,3,,Lost,Standard newsletter + seasonal promotions,LOW
GM-14680,Greg Matthias,Consumer,152,6,35.48649999999999,0.14545454545454548,0.14954545454545454,3,,Lost,Dormant reactivation: survey + discount offer,LOW
RD-19930,Russell D'Ascenzo,Consumer,42,4,35.05740000000001,0.31,-0.12000000000000002,3,,Lost,Standard newsletter + seasonal promotions,LOW
JJ-15760,Joel Jenkins,Home Office,753,2,34.449200000000005,0.06666666666666667,0.23666666666666666,3,,At Risk,Re-engagement email: show personalized deals,LOW
CC-12550,Clay Cheatham,Consumer,27,3,33.870599999999996,0.15000000000000002,0.323125,2,0.004745254,Lost,Standard newsletter + seasonal promotions,LOW
AS-10240,Alan Shonely,Consumer,192,7,33.715799999999994,0.2692307692307692,-0.003141025641025658,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AR-10570,Anemone Ratner,Consumer,534,1,32.633,0.0,0.385,2,,At Risk,Re-engagement email: show personalized deals,LOW
LW-16825,Laurel Workman,Corporate,88,5,32.5767,0.20666666666666667,0.010611111111111111,3,0.003535283,Lost,Standard newsletter + seasonal promotions,LOW
SC-20845,Sung Chung,Consumer,131,2,31.1757,0.2,0.2,2,,Lost,Dormant reactivation: survey + discount offer,LOW
MH-17290,Marc Harrigan,Home Office,119,6,28.761200000000038,0.18846153846153849,0.11099924585218703,3,0.0019009555,Lost,Standard newsletter + seasonal promotions,LOW
RM-19750,Roland Murray,Consumer,299,1,28.6879,0.0,0.34500000000000003,2,,At Risk,Re-engagement email: show personalized deals,LOW
EL-13735,Ed Ludwig,Home Office,77,2,27.1154,0.0,0.295,1,,Lost,Standard newsletter + seasonal promotions,LOW
JD-16015,Joy Daniels,Consumer,112,6,26.7605,0.3090909090909091,-0.15833333333333333,3,0.0027084218,Lost,Standard newsletter + seasonal promotions,LOW
JH-15820,John Huston,Consumer,174,6,26.082199999999997,0.15000000000000002,0.188125,2,,Lost,Dormant reactivation: survey + discount offer,LOW
MG-17680,Maureen Gastineau,Home Office,92,4,25.888599999999972,0.225,0.050126050420168065,3,0.0038083598,Lost,Standard newsletter + seasonal promotions,LOW
BF-11275,Beth Fritzler,Corporate,57,3,25.870199999999997,0.15000000000000002,0.13375,2,,Lost,Standard newsletter + seasonal promotions,LOW
NB-18580,Nicole Brennan,Corporate,1165,2,24.788800000000002,0.1,0.09,1,,At Risk,Re-engagement email: show personalized deals,LOW
FW-14395,Fred Wasserman,Corporate,362,3,23.491300000000003,0.0,0.3033333333333333,2,,At Risk,Re-engagement email: show personalized deals,LOW
PB-19210,Phillip Breyer,Corporate,688,2,21.897000000000002,0.1,0.17375000000000002,1,,At Risk,Re-engagement email: show personalized deals,LOW
AS-10135,Adrian Shami,Home Office,41,2,21.8496,0.06666666666666667,0.3925,2,,Lost,Standard newsletter + seasonal promotions,LOW
EM-14200,Evan Minnotte,Home Office,158,3,21.7721,0.125,0.2658035714285714,2,,Lost,Dormant reactivation: survey + discount offer,LOW
JM-15250,Janet Martin,Consumer,37,6,19.82350000000004,0.2894736842105263,-0.23477443609022555,3,,Lost,Standard newsletter + seasonal promotions,LOW
MS-17830,Melanie Seite,Consumer,452,4,19.431199999999997,0.18,0.20950000000000002,3,,At Risk,Re-engagement email: show personalized deals,LOW
LB-16735,Larry Blacks,Consumer,48,3,18.6507,0.26666666666666666,0.041666666666666664,2,,Lost,Standard newsletter + seasonal promotions,LOW
SP-20920,Susan Pistek,Consumer,70,6,14.692400000000003,0.2714285714285714,-0.07954931972789114,3,,Lost,Standard newsletter + seasonal promotions,LOW
EB-13705,Ed Braxton,Corporate,48,9,13.621500000000005,0.25833333333333336,0.07941468253968254,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
GG-14650,Greg Guthrie,Corporate,43,9,12.698500000000008,0.15,0.15916666666666665,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LH-16750,Larry Hughes,Consumer,151,3,12.627699999999999,0.3666666666666667,-0.20972222222222223,2,,Lost,Dormant reactivation: survey + discount offer,LOW
AO-10810,Anthony O'Donnell,Corporate,501,1,12.096,0.2,0.075,1,,At Risk,Re-engagement email: show personalized deals,LOW
BB-10990,Barry Blumstein,Corporate,105,5,11.583900000000007,0.2,-0.03500000000000004,3,,Lost,Standard newsletter + seasonal promotions,LOW
TS-21505,Tony Sayre,Consumer,11,6,11.377899999999983,0.19285714285714287,-0.013749999999999997,3,,Lost,Standard newsletter + seasonal promotions,LOW
RC-19960,Ryan Crowe,Consumer,110,6,10.563300000000002,0.17272727272727273,0.21568181818181814,3,,Lost,Standard newsletter + seasonal promotions,LOW
RS-19870,Roy Skaria,Home Office,19,2,9.5838,0.06666666666666667,0.44083333333333335,3,,Lost,Standard newsletter + seasonal promotions,LOW
GB-14530,George Bell,Corporate,62,11,7.837100000000003,0.16999999999999998,0.11308333333333331,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RE-19405,Ricardo Emerson,Consumer,1097,1,6.045,0.2,0.125,1,,At Risk,Re-engagement email: show personalized deals,LOW
DL-12925,Daniel Lacy,Consumer,57,6,4.213200000000029,0.03571428571428571,0.2814285714285714,3,0.0034463806,Lost,Standard newsletter + seasonal promotions,LOW
JG-15310,Jason Gross,Corporate,2,6,3.7976000000000063,0.2545454545454545,-0.16325757575757577,3,,Lost,Standard newsletter + seasonal promotions,LOW
CJ-11875,Carl Jackson,Corporate,365,1,1.652,0.2,0.0999999999999999,1,,At Risk,Re-engagement email: show personalized deals,LOW
EB-13930,Eric Barreto,Consumer,161,5,0.6042000000000058,0.17142857142857143,0.11221088435374146,2,,Lost,Dormant reactivation: survey + discount offer,LOW
LD-16855,Lela Donovan,Corporate,552,1,0.4641,0.2,0.0875,1,,At Risk,Re-engagement email: show personalized deals,LOW
RH-19555,Ritsa Hightower,Consumer,519,2,0.30570000000000164,0.5333333333333333,-0.4763888888888889,1,,At Risk,Re-engagement email: show personalized deals,LOW
KS-16300,Karen Seio,Corporate,295,3,0.11099999999999888,0.275,-0.025416666666666643,2,,Lost,Dormant reactivation: survey + discount offer,LOW
JC-15340,Jasper Cacioppo,Consumer,114,4,-0.35560000000000036,0.22499999999999998,-0.0122916666666667,2,,Lost,Standard newsletter + seasonal promotions,LOW
PL-18925,Paul Lucas,Home Office,15,5,-0.7527000000000026,0.25,-0.010312499999999995,2,0.0034240803,Lost,Standard newsletter + seasonal promotions,LOW
MG-18205,Mitch Gastineau,Corporate,264,1,-1.2453,0.44999999999999996,-0.275,2,,Lost,Dormant reactivation: survey + discount offer,LOW
AH-10120,Adrian Hane,Home Office,60,7,-2.3145999999999773,0.23750000000000002,-0.035260416666666655,3,0.0016480897,Lost,Standard newsletter + seasonal promotions,LOW
MD-17860,Michael Dominguez,Corporate,36,5,-4.040300000000002,0.2875,-0.10864583333333336,3,0.003729551,Lost,Standard newsletter + seasonal promotions,LOW
AG-10330,Alex Grayson,Consumer,8,5,-5.137100000000006,0.23333333333333334,-0.0027777777777778325,2,0.0036082133,Lost,Standard newsletter + seasonal promotions,LOW
GH-14665,Greg Hansen,Consumer,2,2,-5.810200000000001,0.24,0.009313725490196106,2,,Lost,Standard newsletter + seasonal promotions,LOW
ON-18715,Odella Nelson,Corporate,410,9,-5.88900000000001,0.16,0.1317222222222222,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
GT-14755,Guy Thornton,Consumer,34,4,-6.139200000000002,0.2,-0.030714285714285746,3,,Lost,Standard newsletter + seasonal promotions,LOW
AG-10765,Anthony Garverick,Home Office,77,4,-8.431000000000001,0.45999999999999996,-0.6039999999999999,3,,Lost,Standard newsletter + seasonal promotions,LOW
NS-18505,Neola Schneider,Consumer,6,4,-12.303999999999997,0.20666666666666667,0.1332936507936508,3,,Lost,Standard newsletter + seasonal promotions,LOW
JH-15910,Jonathan Howell,Consumer,41,7,-13.554499999999996,0.14444444444444446,0.14361111111111108,3,,Lost,Standard newsletter + seasonal promotions,LOW
HF-14995,Herbert Flentye,Consumer,21,7,-13.876799999999989,0.13157894736842105,0.18945492072427053,3,,Lost,Standard newsletter + seasonal promotions,LOW
BS-11380,Bill Stewart,Corporate,28,5,-17.532200000000024,0.27692307692307694,-0.09948717948717947,3,,Lost,Standard newsletter + seasonal promotions,LOW
JF-15490,Jeremy Farry,Consumer,121,11,-18.06730000000001,0.14666666666666667,0.13116666666666663,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SW-20245,Scot Wooten,Consumer,81,7,-19.60620000000001,0.25999999999999995,-0.1053888888888889,3,,Lost,Standard newsletter + seasonal promotions,LOW
PT-19090,Pete Takahito,Consumer,71,4,-20.0508,0.37142857142857144,-0.39107142857142857,3,,Lost,Standard newsletter + seasonal promotions,LOW
SJ-20215,Sarah Jordon,Consumer,29,6,-23.5137,0.37,-0.2685119047619048,3,,Lost,Standard newsletter + seasonal promotions,LOW
MT-18070,Michelle Tran,Home Office,203,4,-23.676300000000005,0.2427272727272727,-0.10180481283422456,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JH-15430,Jennifer Halladay,Consumer,5,4,-24.077100000000005,0.31428571428571433,0.04261904761904758,2,,Lost,Standard newsletter + seasonal promotions,LOW
NR-18550,Nick Radford,Consumer,210,5,-25.148799999999966,0.22307692307692306,-0.016858974358974356,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JW-15955,Joni Wasserman,Consumer,5,7,-29.575899999999987,0.08181818181818182,0.17159090909090907,3,,Lost,Standard newsletter + seasonal promotions,LOW
DO-13435,Denny Ordway,Consumer,133,9,-38.90860000000001,0.15769230769230771,0.16417832167832166,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LB-16795,Laurel Beltran,Home Office,152,8,-40.13219999999996,0.23478260869565215,-0.04679089026915113,3,0.0009767333,Loyal,Upsell to higher-margin categories (Technology),LOW
DP-13165,David Philippe,Consumer,812,2,-40.93759999999999,0.15000000000000002,0.19437500000000002,3,,At Risk,Re-engagement email: show personalized deals,LOW
CM-11935,Carlos Meador,Consumer,708,2,-43.732400000000005,0.2,0.15624999999999997,3,,At Risk,Re-engagement email: show personalized deals,LOW
LM-17065,Liz MacKendrick,Consumer,391,5,-44.87799999999999,0.05714285714285715,0.1657142857142857,3,,At Risk,Re-engagement email: show personalized deals,LOW
PO-19195,Phillina Ober,Home Office,86,5,-49.70089999999999,0.19,0.032357142857142834,3,,Lost,Standard newsletter + seasonal promotions,LOW
VG-21805,Vivek Grady,Corporate,286,5,-52.333,0.10000000000000002,0.2208333333333333,3,,Lost,Dormant reactivation: survey + discount offer,LOW
EA-14035,Erin Ashbrook,Corporate,152,13,-52.74059999999998,0.3,-0.05994761904761907,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DL-13495,Dionis Lloyd,Corporate,76,8,-52.78799999999997,0.05000000000000001,0.2764583333333333,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JS-15685,Jim Sink,Corporate,42,4,-54.8692,0.20909090909090908,0.06681818181818179,3,0.0047335355,Lost,Standard newsletter + seasonal promotions,LOW
BW-11065,Barry Weirich,Consumer,212,3,-58.28659999999999,0.13333333333333333,0.16166666666666668,2,,Lost,Dormant reactivation: survey + discount offer,LOW
AC-10420,Alyssa Crouse,Corporate,232,3,-62.1342,0.32,-0.19250000000000003,2,,Lost,Dormant reactivation: survey + discount offer,LOW
BK-11260,Berenike Kampe,Consumer,77,6,-63.764399999999995,0.20625000000000002,-0.12093750000000003,3,,Lost,Standard newsletter + seasonal promotions,LOW
MC-18100,Mick Crebagga,Consumer,41,10,-64.1668,0.26842105263157895,-0.16150375939849623,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RR-19315,Ralph Ritter,Consumer,19,2,-73.835,0.27499999999999997,-0.014642857142857131,3,,Lost,Standard newsletter + seasonal promotions,LOW
SS-20875,Sung Shariari,Consumer,120,5,-75.586,0.24000000000000002,0.029944444444444447,3,,Lost,Standard newsletter + seasonal promotions,LOW
ML-17410,Maris LaWare,Consumer,54,6,-76.17550000000003,0.16666666666666666,0.14447619047619048,3,,Lost,Standard newsletter + seasonal promotions,LOW
BT-11440,Bobby Trafton,Consumer,560,4,-77.5256,0.15714285714285717,0.06119047619047617,2,,At Risk,Re-engagement email: show personalized deals,LOW
EB-13750,Edward Becker,Corporate,35,10,-80.28599999999999,0.145,0.11763888888888888,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SO-20335,Sean O'Donnell,Consumer,29,6,-81.0858,0.1366666666666667,0.18990740740740739,3,,Lost,Standard newsletter + seasonal promotions,LOW
MO-17950,Michael Oakman,Consumer,180,2,-82.0074,0.35000000000000003,-0.646875,3,,Lost,Dormant reactivation: survey + discount offer,LOW
DW-13195,David Wiener,Corporate,69,6,-86.87379999999999,0.24444444444444446,0.011626984126984121,3,,Lost,Standard newsletter + seasonal promotions,LOW
MG-18145,Mike Gockenbach,Consumer,84,4,-93.603,0.1875,0.0057589285714285815,3,,Lost,Standard newsletter + seasonal promotions,LOW
EH-14005,Erica Hernandez,Home Office,2,7,-94.14079999999997,0.17272727272727273,0.20265151515151514,3,,Lost,Standard newsletter + seasonal promotions,LOW
GH-14485,Gene Hale,Corporate,387,2,-95.4498,0.4666666666666666,-0.5458333333333334,2,,At Risk,Re-engagement email: show personalized deals,LOW
VF-21715,Vicky Freymann,Home Office,13,5,-96.27799999999999,0.06363636363636363,0.2894155844155844,3,,Lost,Standard newsletter + seasonal promotions,LOW
JH-16180,Justin Hirsh,Consumer,404,4,-96.95300000000002,0.22000000000000003,-0.06833333333333333,2,,At Risk,Re-engagement email: show personalized deals,LOW
AR-10405,Allen Rosenblatt,Corporate,125,5,-98.7646,0.09999999999999999,0.2039285714285714,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AW-10930,Arthur Wiediger,Home Office,46,7,-104.5486,0.30625,-0.25370535714285714,3,,Lost,Standard newsletter + seasonal promotions,LOW
DK-12985,Darren Koutras,Consumer,7,5,-107.35379999999998,0.1625,0.0534375,3,,Lost,Standard newsletter + seasonal promotions,LOW
BS-11755,Bruce Stewart,Consumer,1,7,-113.29840000000003,0.13214285714285715,0.15259103641456578,3,0.0011473475,Lost,Standard newsletter + seasonal promotions,LOW
SP-20545,Sibella Parks,Corporate,327,6,-118.77570000000001,0.26,-0.26975000000000005,3,,Lost,Dormant reactivation: survey + discount offer,LOW
CS-11950,Carlos Soltero,Consumer,25,11,-126.4223,0.2636363636363636,-0.10496212121212123,3,0.001009802,Loyal,Upsell to higher-margin categories (Technology),LOW
HZ-14950,Henia Zydlo,Consumer,35,5,-130.3879,0.19999999999999998,0.014999999999999966,3,,Lost,Standard newsletter + seasonal promotions,LOW
EM-13810,Eleni McCrary,Corporate,132,5,-133.8275,0.14285714285714285,0.15761904761904758,3,0.004517658,Lost,Dormant reactivation: survey + discount offer,LOW
PS-18760,Pamela Stobb,Consumer,107,6,-134.441,0.22380952380952382,-0.002528344671201797,3,,Lost,Standard newsletter + seasonal promotions,LOW
TH-21100,Thea Hendricks,Consumer,344,5,-135.2125,0.17142857142857146,0.16297619047619047,3,,At Risk,Re-engagement email: show personalized deals,LOW
TB-21595,Troy Blackwell,Consumer,285,5,-136.4091,0.2714285714285714,-0.03833333333333332,3,,Lost,Dormant reactivation: survey + discount offer,LOW
SH-20395,Shahid Hopkins,Consumer,23,10,-144.5229,0.23333333333333334,-0.004333333333333344,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KN-16390,Katherine Nockton,Corporate,19,9,-151.1518,0.21764705882352942,0.02756302521008404,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AG-10525,Andy Gerbode,Corporate,845,4,-152.7613,0.15555555555555556,0.1762037037037037,3,,At Risk,Re-engagement email: show personalized deals,LOW
AF-10885,Art Foster,Consumer,415,4,-163.1175,0.2571428571428572,-0.12190476190476189,3,,At Risk,Re-engagement email: show personalized deals,LOW
RB-19330,Randy Bradley,Consumer,68,2,-164.40619999999998,0.3166666666666667,-0.2592261904761904,2,,Lost,Standard newsletter + seasonal promotions,LOW
JS-15595,Jill Stevenson,Corporate,119,4,-175.54899999999998,0.3125,-0.33406250000000004,3,,Lost,Standard newsletter + seasonal promotions,LOW
KL-16555,Kelly Lampkin,Corporate,16,8,-182.78130000000002,0.29545454545454547,-0.16619588744588745,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TS-21340,Toby Swindell,Consumer,226,5,-184.97889999999998,0.2833333333333333,-0.09645833333333335,3,,Lost,Dormant reactivation: survey + discount offer,LOW
BP-11230,Benjamin Patterson,Consumer,39,5,-197.2695,0.06666666666666667,0.2883333333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
LC-16870,Lena Cacioppo,Consumer,27,8,-202.3223,0.2413793103448276,-0.14887931034482763,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CD-11980,Carol Darley,Consumer,54,3,-206.7172,0.43333333333333335,-0.6758333333333334,3,0.0059821755,Lost,Standard newsletter + seasonal promotions,LOW
JL-15130,Jack Lebron,Consumer,8,6,-207.79559999999998,0.26666666666666666,-0.012847222222222223,3,,Lost,Standard newsletter + seasonal promotions,LOW
AR-10345,Alex Russell,Corporate,111,4,-221.0544,0.26,-0.018690476190476164,2,0.006157758,Lost,Standard newsletter + seasonal promotions,LOW
VT-21700,Valerie Takahito,Home Office,1000,2,-224.08889999999997,0.3333333333333333,-0.10740740740740738,3,,At Risk,Re-engagement email: show personalized deals,LOW
NS-18640,Noel Staavos,Corporate,174,13,-234.7714,0.21538461538461537,0.024198717948717936,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SM-20905,Susan MacKendrick,Consumer,606,1,-237.2885,0.2833333333333333,-0.053472222222222254,2,,At Risk,Re-engagement email: show personalized deals,LOW
MD-17350,Maribeth Dona,Consumer,117,7,-241.94999999999996,0.32941176470588235,-0.16742296918767505,3,0.0010034465,Lost,Standard newsletter + seasonal promotions,LOW
LH-17020,Lisa Hazard,Consumer,239,4,-242.73989999999998,0.4666666666666666,-0.5811111111111111,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AG-10675,Anna Gayman,Consumer,97,7,-246.42570000000003,0.16133333333333333,0.13727170868347335,3,,Lost,Standard newsletter + seasonal promotions,LOW
MC-17635,Matthew Clasen,Corporate,189,4,-247.94350000000003,0.17500000000000002,0.035312499999999976,3,,Lost,Dormant reactivation: survey + discount offer,LOW
TH-21115,Thea Hudgings,Corporate,58,4,-252.5539,0.23333333333333334,0.06604497354497355,3,0.004689359,Lost,Standard newsletter + seasonal promotions,LOW
AS-10045,Aaron Smayling,Corporate,88,7,-253.57459999999998,0.355,-0.11943627450980392,3,,Lost,Standard newsletter + seasonal promotions,LOW
DF-13135,David Flashing,Consumer,700,3,-259.3097,0.2833333333333334,-0.17416666666666666,2,,At Risk,Re-engagement email: show personalized deals,LOW
VS-21820,Vivek Sundaresam,Consumer,221,4,-262.8093,0.475,-0.6292410714285714,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JD-15790,John Dryer,Consumer,117,5,-266.55249999999995,0.17142857142857146,0.1782142857142857,3,,Lost,Standard newsletter + seasonal promotions,LOW
DW-13585,Dorothy Wardle,Corporate,242,7,-266.8966,0.17,0.12274999999999998,3,,Lost,Dormant reactivation: survey + discount offer,LOW
